from	to	score
MER50-int	MER52-int	47.3
MER50-int	MER57-int	719
MER50-int	MER61-int	1279
MER50-int	MER83A-int	278
MER50-int	MER83B-int	421
MER50-int	MER84-int	50.9
MER50-int	PABL_A-int	1949
MER50-int	PRIMA41-int	107
MER50B	MER50	276
MER50C	MER50	302
MER50	MER50B	276
MER50	MER50C	302
MER51-int	LOR1-int	1207
MER51-int	LTR19-int	590
MER51-int	LTR25-int	389
MER51-int	LTR39-int	71.6
MER51-int	LTR49-int	308
MER51-int	LTR54B	91.5
MER51-int	LTR57-int	404
MER51-int	MER101-int	148
MER51-int	MER4-int	149
MER51-int	MER41-int	924
MER51-int	MER4B-int	137
MER51-int	MER50-int	598
MER51-int	MER57-int	1721
MER51-int	MER57A-int	1352
MER51-int	MER61-int	334
MER51-int	MER65-int	188
MER51-int	MER66-int	156
MER51-int	MER83B-int	323
MER51-int	PABL_A-int	1040
MER51A	MER51B	395
MER51A	MER51C	198
MER51A	MER51E	145
MER51B	MER51A	395
MER51B	MER51C	170
MER51B	MER51E	133
MER51C	MER51A	198
MER51C	MER51E	132
MER51E	MER51A	145
MER52-int	LTR19-int	73.4
MER52-int	LTR25-int	935
MER52-int	LTR46-int	88.7
MER52-int	MER50-int	47.3
MER52-int	MER61-int	358
MER52-int	MER66-int	49.1
MER52-int	MER83B-int	47.3
MER52-int	MER84-int	115
MER52-int	PABL_B-int	64.4
MER52-int	PRIMA41-int	93.3
MER52A	LTR1D	73.4
MER52A	LTR27	96.9
MER52A	LTR2752	700
MER52A	LTR27B	102
MER52A	LTR27E	129
MER52A	LTR28	114
MER52A	LTR28B	79.7
MER52A	LTR28C	123
MER52A	MER52C	279
MER52A	MER52D	867
MER52C	LTR27	57.2
MER52C	LTR2752	181
MER52C	LTR28	65.3
MER52C	MER52A	279
MER52C	MER52D	488
MER52D	LTR1D	51.8
MER52D	LTR2752	368
MER52D	MER52A	867
MER52D	MER52C	488
MER54A	MER54B	254
MER54A	MER73	233
MER54B	MER54A	254
MER57-int	LOR1-int	569
MER57-int	LTR19-int	519
MER57-int	LTR25-int	880
MER57-int	LTR39-int	333
MER57-int	LTR49-int	528
MER57-int	LTR54	132
MER57-int	LTR54B	158
MER57-int	MER101-int	193
MER57-int	MER4-int	330
MER57-int	MER41-int	3071
MER57-int	MER50-int	719
MER57-int	MER51-int	1721
MER57-int	MER57A-int	2469
MER57-int	MER61-int	760
MER57-int	MER83B-int	976
MER57-int	PABL_A-int	708
MER57-int	PRIMA41-int	121
MER57A-int	LOR1-int	652
MER57A-int	LTR23-int	339
MER57A-int	LTR25-int	303
MER57A-int	LTR39-int	504
MER57A-int	LTR49-int	952
MER57A-int	LTR54	136
MER57A-int	LTR54B	163
MER57A-int	MER101-int	321
MER57A-int	MER31-int	270
MER57A-int	MER34B-int	239
MER57A-int	MER34C	92.4
MER57A-int	MER34C_	92.4
MER57A-int	MER4-int	411
MER57A-int	MER41-int	452
MER57A-int	MER4B-int	72.5
MER57A-int	MER51-int	1352
MER57A-int	MER57-int	2469
MER57A-int	MER61-int	353
MER57A-int	MER65-int	83.3
MER57A-int	MER83B-int	268
MER57A-int	MER89-int	57.2
MER57A1	MER57B1	284
MER57A1	MER57B2	309
MER57A1	MER57C1	196
MER57A1	MER57C2	164
MER57A1	MER57D	130
MER57B1	MER57A1	284
MER57B1	MER57B2	586
MER57B1	MER57C1	200
MER57B1	MER57C2	176
MER57B2	MER57A1	309
MER57B2	MER57B1	586
MER57B2	MER57C1	233
MER57B2	MER57C2	196
MER57B2	MER57D	202
MER57B2	MER57E2	79.7
MER57C1	MER57A1	196
MER57C1	MER57B1	200
MER57C1	MER57B2	233
MER57C1	MER57C2	480
MER57C1	MER57D	394
MER57C1	MER57E2	81.5
MER57C2	MER57A1	164
MER57C2	MER57B1	176
MER57C2	MER57B2	196
MER57C2	MER57C1	480
MER57C2	MER57D	408
MER57C2	MER57E1	104
MER57C2	MER57E2	97.8
MER57C2	MER57F	127
MER57D	MER57A1	130
MER57D	MER57B1	147
MER57D	MER57B2	202
MER57D	MER57C1	394
MER57D	MER57C2	408
MER57D	MER57E1	111
MER57D	MER57E2	130
MER57D	MER57F	141
MER57E1	MER57C2	104
MER57E1	MER57D	111
MER57E1	MER57E2	407
MER57E1	MER57F	301
MER57E2	MER57B2	79.7
MER57E2	MER57C1	81.5
MER57E2	MER57C2	97.8
MER57E2	MER57D	130
MER57E2	MER57E1	407
MER57E2	MER57E3	183
MER57E2	MER57F	300
MER57E3	MER57E2	183
MER57F	LTR109A2	148
MER57F	MER57C2	127
MER57F	MER57D	141
MER57F	MER57E1	301
MER57F	MER57E2	300
MER58A	Charlie30a	51.8
MER58A	Charlie30b	34.6
MER58A	CheshMITE	90.6
MER58A	Cheshire	191
MER58A	Cheshire_Mars_	168
MER58A	MER58B	301
MER58A	MER58C	122
MER58A	MER58D	114
MER58B	Charlie30a	56.3
MER58B	Charlie30b	37.4
MER58B	CheshMITE	159
MER58B	Cheshire	506
MER58B	Cheshire_Mars_	483
MER58B	MER58A	301
MER58B	MER58C	165
MER58B	MER58D	151
MER58C	CheshMITE	148
MER58C	Cheshire	165
MER58C	Cheshire_Mars_	165
MER58C	MER58A	122
MER58C	MER58B	165
MER58C	MER58D	133
MER58D	Charlie30a	56.3
MER58D	Charlie30b	37.4
MER58D	CheshMITE	138
MER58D	Cheshire	553
MER58D	Cheshire_Mars_	453
MER58D	MER58A	114
MER58D	MER58B	151
MER58D	MER58C	133
MER5A1	MER5A	165
MER5A	MER5A1	165
MER5A	MER5B	113
MER5B	MER5A	113
MER5C1	Charlie10	237
MER5C1	Charlie10a	133
MER5C1	Charlie10b	114
MER5C1	Charlie32a	50.9
MER5C1	MER5C	232
MER5C	Charlie10	293
MER5C	Charlie10a	124
MER5C	Charlie10b	114
MER5C	Charlie32a	47.3
MER5C	MER5C1	232
MER61-int	LOR1-int	707
MER61-int	LTR19-int	1087
MER61-int	LTR25-int	2091
MER61-int	LTR39-int	386
MER61-int	LTR49-int	847
MER61-int	MER4-int	1182
MER61-int	MER41-int	1610
MER61-int	MER4B-int	132
MER61-int	MER50-int	1279
MER61-int	MER51-int	334
MER61-int	MER52-int	358
MER61-int	MER57-int	760
MER61-int	MER57A-int	353
MER61-int	MER83B-int	290
MER61-int	PABL_A-int	1141
MER61A	MER61B	253
MER61A	MER61C	176
MER61B	LTR27B	106
MER61B	LTR28	60.8
MER61B	MER61C	353
MER61B	MER61D	184
MER61C	MER61A	176
MER61C	MER61B	353
MER61C	MER61D	297
MER61C	MER61E	77.9
MER61D	LTR25	86.0
MER61D	LTR77	154
MER61D	MER61B	184
MER61D	MER61C	297
MER61D	MER61E	233
MER61E	LTR25	204
MER61E	MER61C	77.9
MER61E	MER61D	233
MER61E	MER61F	268
MER61F	LTR25	216
MER61F	MER61E	268
MER63A	MER63B	286
MER63A	MER63C	195
MER63A	MER63D	195
MER63B	MER63A	286
MER63B	MER63C	696
MER63B	MER63D	696
MER63C	MER63A	195
MER63C	MER63B	696
MER63C	MER63D	1119
MER63D	MER63A	195
MER63D	MER63B	696
MER63D	MER63C	1119
MER65-int	LOR1-int	473
MER65-int	LTR37-int	47.3
MER65-int	LTR38-int	321
MER65-int	LTR49-int	330
MER65-int	LTR57-int	695
MER65-int	MER101-int	194
MER65-int	MER31-int	336
MER65-int	MER4B-int	239
MER65-int	MER51-int	112
MER65-int	MER92-int	132
MER65A	MER65B	350
MER65B	MER65A	350
MER65B	MER65C	292
MER65C	MER65B	292
MER66-int	LOR1-int	207
MER66-int	LTR19-int	118
MER66-int	LTR23-int	48.2
MER66-int	MER101-int	206
MER66-int	MER4-int	221
MER66-int	MER41-int	60.8
MER66-int	MER4B-int	190
MER66-int	MER51-int	156
MER66-int	MER52-int	49.1
MER66-int	MER83B-int	204
MER66-int	MER84-int	96.9
MER66-int	PABL_A-int	145
MER66-int	PRIMA41-int	356
MER66A	MER66B	779
MER66A	MER66C	275
MER66A	MER66D	216
MER66B	MER66A	779
MER66B	MER66C	242
MER66B	MER66D	200
MER66C	MER41A	82.4
MER66C	MER41B	90.6
MER66C	MER66A	275
MER66C	MER66B	242
MER66C	MER66D	164
MER66D	MER41A	93.3
MER66D	MER41B	154
MER66D	MER66A	216
MER66D	MER66B	200
MER66D	MER66C	164
MER67A	MER31B	106
MER67A	MER67B	373
MER67A	MER67C	87.8
MER67A	MER67D	128
MER67B	MER67A	373
MER67B	MER67C	133
MER67B	MER67D	258
MER67C	LTR70	195
MER67C	MER67A	87.8
MER67C	MER67B	133
MER67C	MER67D	191
MER67D	MER67A	128
MER67D	MER67B	258
MER67D	MER67C	191
MER68-int	MER21-int	113
MER68B	MER68	675
MER68B	MER77	156
MER68	MER68B	675
MER68	MER77	330
MER68	MER77B	161
MER6A	MER6	599
MER6A	MER6B	131
MER6A	MER6C	209
MER6B	MER6	131
MER6B	MER6A	131
MER6B	MER6C	179
MER6C	MER6	209
MER6C	MER6A	209
MER6C	MER6B	179
MER6	MER6A	599
MER6	MER6B	131
MER6	MER6C	209
MER70-int	LTR52-int	47.3
MER70-int	MER101-int	73.4
MER70A	MER70B	768
MER70B	MER70A	768
MER72B	LTR31	106
MER72B	LTR75_1	30.1
MER72B	MER49	218
MER72B	MER4D	139
MER72B	MER4D0	132
MER72B	MER4D1	121
MER72B	MER72	693
MER72	LTR31	121
MER72	LTR59	306
MER72	MER49	250
MER72	MER72B	693
MER73	MER54A	233
MER74A	MER74B	834
MER74A	MER74C	193
MER74B	MER74A	834
MER74C	MER74A	193
MER75B	MER75	282
MER75	MER75B	282
MER77B	MER68	161
MER77B	MER77	427
MER77	MER68	330
MER77	MER68B	156
MER77	MER77B	427
MER83A-int	LTR38-int	277
MER83A-int	LTR57-int	248
MER83A-int	MER51-int	121
MER83A-int	MER65-int	55.4
MER83A-int	MER83B-int	1867
MER83B-int	LOR1-int	472
MER83B-int	LTR19-int	216
MER83B-int	LTR25-int	389
MER83B-int	LTR39-int	401
MER83B-int	LTR49-int	275
MER83B-int	MER101-int	208
MER83B-int	MER4-int	259
MER83B-int	MER41-int	1133
MER83B-int	MER4B-int	283
MER83B-int	MER50-int	421
MER83B-int	MER51-int	323
MER83B-int	MER52-int	47.3
MER83B-int	MER57-int	976
MER83B-int	MER57A-int	268
MER83B-int	MER61-int	290
MER83B-int	MER66-int	204
MER83B-int	MER83A-int	1867
MER83B-int	MER84-int	98.7
MER83B-int	PABL_A-int	356
MER83B	MER83	214
MER83B	MER83C	435
MER83C	MER83	178
MER83C	MER83B	435
MER83	MER83B	214
MER83	MER83C	178
MER84-int	LTR46-int	96.0
MER84-int	MER50-int	50.9
MER84-int	MER52-int	115
MER84-int	MER66-int	96.9
MER84-int	MER83A-int	82.4
MER84-int	MER83B-int	98.7
MER84-int	PABL_B-int	78.8
MER87B	LTR38A1	161
MER87B	MER87	250
MER87	LTR8A	55.4
MER87	LTR8B	110
MER87	MER4-int	82.4
MER87	MER87B	250
MER8	MER2	106
MER8	MER2B	111
MER8	Tigger2	118
MER8	Tigger2a	98.7
MER8	Tigger2a_Car	109
MER8	Tigger2b	108
MER8	Tigger2b_Pri	118
MER90a	MER90	907
MER90	MER90a	907
MER91A	MER91B	103
MER91A	MER91C	72.5
MER91A	Zaphod2	102
MER91B	MER91A	103
MER91B	MER91C	121
MER91B	Zaphod2	99.6
MER91C	MER91A	72.5
MER91C	MER91B	121
MER92-int	LTR19-int	190
MER92-int	LTR37-int	2671
MER92-int	LTR37A	175
MER92-int	LTR39-int	274
MER92-int	LTR49-int	674
MER92-int	MER101-int	187
MER92-int	MER31-int	1012
MER92-int	MER34B-int	612
MER92-int	MER4-int	256
MER92-int	MER41-int	251
MER92-int	MER65-int	132
MER92-int	PABL_A-int	224
MER92A	MER92B	162
MER92B	MER92A	162
MER92B	MER92C	163
MER92B	MER92D	161
MER92C	MER92B	163
MER92C	MER92D	204
MER92D	MER92B	161
MER92D	MER92C	204
MER94	BLACKJACK	122
MER97a	MER97b	1390
MER97a	MER97c	1298
MER97a	MER97d	1205
MER97a	Zaphod3	1387
MER97b	MER97a	1390
MER97b	MER97c	1298
MER97b	MER97d	1205
MER97b	Zaphod3	1447
MER97c	MER97a	1298
MER97c	MER97b	1298
MER97c	MER97d	1203
MER97c	Zaphod3	1298
MER97d	MER97a	1205
MER97d	MER97b	1205
MER97d	MER97c	1203
MER97d	Zaphod3	1205
MER9B	MER9a1	412
MER9B	MER9a2	427
MER9B	MER9a3	460
MER9a1	MER9B	412
MER9a1	MER9a2	860
MER9a1	MER9a3	770
MER9a2	MER9B	427
MER9a2	MER9a1	860
MER9a2	MER9a3	830
MER9a3	MER9B	460
MER9a3	MER9a1	770
MER9a3	MER9a2	830
MIR1_Amn	MIR	146
MIR1_Amn	MIR3	168
MIR1_Amn	MIRb	178
MIR1_Amn	MIRc	196
MIR3	L3	85.1
MIR3	MIR	152
MIR3	MIR1_Amn	168
MIR3	MIRb	168
MIR3	MIRc	178
MIRb	MIR	333
MIRb	MIR1_Amn	178
MIRb	MIR3	168
MIRb	MIRc	312
MIRc	MIR	239
MIRc	MIR1_Amn	196
MIRc	MIR3	178
MIRc	MIRb	312
MIR	MIR1_Amn	146
MIR	MIR3	152
MIR	MIRb	333
MIR	MIRc	239
MLT-int	MLT1-int	706
MLT-int	MLT1F-int	200
MLT-int	MST-int	935
MLT-int	THE1-int	330
MLT-int	THE1D-int	560
MLT1-int	MLT-int	706
MLT1-int	MLT1F-int	365
MLT1-int	MST-int	183
MLT1-int	THE1-int	100
MLT1-int	THE1D-int	135
MLT1A0	MLT1A	574
MLT1A0	MLT1A1	360
MLT1A0	MSTA1	100
MLT1A0	MSTB1	96.9
MLT1A0	MSTB2	113
MLT1A0	MSTC	124
MLT1A0	MSTD	155
MLT1A0	THE1D	59.9
MLT1A1	MLT1A	296
MLT1A1	MLT1A0	360
MLT1A1	MSTB2	132
MLT1A1	MSTC	175
MLT1A1	MSTD	170
MLT1A1	THE1D	86.9
MLT1A	MLT1A0	574
MLT1A	MLT1A1	296
MLT1A	MLT1B	251
MLT1A	MLT1C	137
MLT1A	MSTC	111
MLT1A	MSTD	141
MLT1B	MLT1A	251
MLT1B	MLT1C	274
MLT1B	MLT1C2	244
MLT1C2	MLT1B	244
MLT1C2	MLT1C	590
MLT1C2	MLT1D	252
MLT1C2	MLT1E	96.0
MLT1C2	MLT1E1	96.0
MLT1C2	MLT1E1A	99.6
MLT1C2	MLT1E2	127
MLT1C2	MLT1F2	80.6
MLT1C	MLT1A	137
MLT1C	MLT1B	274
MLT1C	MLT1C2	590
MLT1C	MLT1D	146
MLT1D	MLT1C	146
MLT1D	MLT1C2	252
MLT1D	MLT1E	131
MLT1D	MLT1E1	141
MLT1D	MLT1E1A	146
MLT1D	MLT1E2	279
MLT1D	MLT1E3	146
MLT1D	MLT1F2	111
MLT1E1A	MLT1C2	99.6
MLT1E1A	MLT1D	146
MLT1E1A	MLT1E	846
MLT1E1A	MLT1E1	857
MLT1E1A	MLT1E2	431
MLT1E1A	MLT1E3	593
MLT1E1A	MLT1F	183
MLT1E1A	MLT1F1	211
MLT1E1A	MLT1F2	275
MLT1E1	MLT1C2	96.0
MLT1E1	MLT1D	141
MLT1E1	MLT1E	1053
MLT1E1	MLT1E1A	857
MLT1E1	MLT1E2	326
MLT1E1	MLT1E3	496
MLT1E1	MLT1F	190
MLT1E1	MLT1F1	224
MLT1E1	MLT1F2	289
MLT1E2	MLT1C2	127
MLT1E2	MLT1D	279
MLT1E2	MLT1E	321
MLT1E2	MLT1E1	326
MLT1E2	MLT1E1A	431
MLT1E2	MLT1E3	582
MLT1E2	MLT1F	138
MLT1E2	MLT1F2	233
MLT1E3	MLT1D	146
MLT1E3	MLT1E	459
MLT1E3	MLT1E1	496
MLT1E3	MLT1E1A	593
MLT1E3	MLT1E2	582
MLT1E3	MLT1F	144
MLT1E3	MLT1F1	170
MLT1E3	MLT1F2	233
MLT1E3	MLT2C1	118
MLT1E3	MLT2C2	91.5
MLT1E3	MLT2D	80.6
MLT1E	MLT1C2	96.0
MLT1E	MLT1D	131
MLT1E	MLT1E1	1053
MLT1E	MLT1E1A	846
MLT1E	MLT1E2	321
MLT1E	MLT1E3	459
MLT1E	MLT1F	178
MLT1E	MLT1F1	209
MLT1E	MLT1F2	273
MLT1F-int	MLT-int	200
MLT1F-int	MLT1-int	365
MLT1F-int	MLT1H-int	853
MLT1F-int	MLT1J-int	171
MLT1F-int	THE1-int	53.6
MLT1F1	MLT1E	209
MLT1F1	MLT1E1	224
MLT1F1	MLT1E1A	211
MLT1F1	MLT1E3	170
MLT1F1	MLT1F	691
MLT1F1	MLT1F2	582
MLT1F1	MLT1G	195
MLT1F1	MLT1G1	250
MLT1F1	MLT1G3	201
MLT1F1	MLT1H	138
MLT1F1	MLT1H1	277
MLT1F1	MLT1H2	117
MLT1F2	MLT1C2	80.6
MLT1F2	MLT1D	111
MLT1F2	MLT1E	273
MLT1F2	MLT1E1	289
MLT1F2	MLT1E1A	275
MLT1F2	MLT1E2	233
MLT1F2	MLT1E3	233
MLT1F2	MLT1F	509
MLT1F2	MLT1F1	582
MLT1F2	MLT1G	127
MLT1F2	MLT1G1	114
MLT1F2	MLT1G3	117
MLT1F2	MLT1H	130
MLT1F2	MLT1H1	142
MLT1F2	MLT1H2	113
MLT1F	MLT1E	178
MLT1F	MLT1E1	190
MLT1F	MLT1E1A	183
MLT1F	MLT1E2	138
MLT1F	MLT1E3	144
MLT1F	MLT1F1	691
MLT1F	MLT1F2	509
MLT1F	MLT1G	113
MLT1F	MLT1G1	216
MLT1F	MLT1G3	165
MLT1F	MLT1H	135
MLT1F	MLT1H1	176
MLT1F	MLT1H2	116
MLT1G1	MLT1F	216
MLT1G1	MLT1F1	250
MLT1G1	MLT1F2	114
MLT1G1	MLT1G	366
MLT1G1	MLT1G3	658
MLT1G1	MLT1H	191
MLT1G1	MLT1H1	315
MLT1G1	MLT1H2	123
MLT1G3	MLT1F	165
MLT1G3	MLT1F1	201
MLT1G3	MLT1F2	117
MLT1G3	MLT1G	675
MLT1G3	MLT1G1	658
MLT1G3	MLT1H	178
MLT1G3	MLT1H1	376
MLT1G3	MLT1H2	118
MLT1G	MLT1F	113
MLT1G	MLT1F1	195
MLT1G	MLT1F2	127
MLT1G	MLT1G1	366
MLT1G	MLT1G3	675
MLT1G	MLT1H	142
MLT1G	MLT1H1	551
MLT1G	MLT1H2	128
MLT1H-int	MLT1F-int	853
MLT1H-int	MLT1J-int	359
MLT1H1	MLT1F	176
MLT1H1	MLT1F1	277
MLT1H1	MLT1F2	142
MLT1H1	MLT1G	551
MLT1H1	MLT1G1	315
MLT1H1	MLT1G3	376
MLT1H1	MLT1H	277
MLT1H1	MLT1H2	192
MLT1H2	MLT1F	116
MLT1H2	MLT1F1	117
MLT1H2	MLT1F2	113
MLT1H2	MLT1G	128
MLT1H2	MLT1G1	123
MLT1H2	MLT1G3	118
MLT1H2	MLT1H	174
MLT1H2	MLT1H1	192
MLT1H	MLT1F	135
MLT1H	MLT1F1	138
MLT1H	MLT1F2	130
MLT1H	MLT1G	142
MLT1H	MLT1G1	191
MLT1H	MLT1G3	178
MLT1H	MLT1H1	277
MLT1H	MLT1H2	174
MLT1I	MLT1J1	123
MLT1I	MLT1J2	134
MLT1J-int	MLT1F-int	171
MLT1J-int	MLT1H-int	359
MLT1J1	MLT1I	123
MLT1J1	MLT1J	138
MLT1J1	MLT1J2	459
MLT1J2	MLT1I	134
MLT1J2	MLT1J	121
MLT1J2	MLT1J1	459
MLT1J	LTR67B	57.2
MLT1J	MLT1J1	138
MLT1J	MLT1J2	121
MLT1K	MLT1O	91.5
MLT1M	MLT1O	112
MLT1O	MLT1K	91.5
MLT1O	MLT1M	112
MLT2A1	MLT2A2	675
MLT2A1	MLT2B1	88.7
MLT2A1	MLT2B2	96.9
MLT2A1	Ricksha	90.6
MLT2A1	Ricksha_b	86.0
MLT2A1	Ricksha_c	86.0
MLT2A2	MLT2A1	675
MLT2A2	MLT2B1	100
MLT2A2	MLT2B2	123
MLT2A2	MLT2B3	105
MLT2A2	MLT2B5	61.7
MLT2A2	Ricksha	103
MLT2A2	Ricksha_b	79.7
MLT2A2	Ricksha_c	98.7
MLT2B1	MLT2A1	88.7
MLT2B1	MLT2A2	95.1
MLT2B1	MLT2B2	770
MLT2B1	MLT2B3	567
MLT2B1	MLT2B4	502
MLT2B1	MLT2B5	280
MLT2B1	MLT2C1	131
MLT2B1	MLT2C2	140
MLT2B1	MLT2D	154
MLT2B1	Ricksha	372
MLT2B1	Ricksha_b	172
MLT2B1	Ricksha_c	363
MLT2B2	MLT2A1	96.9
MLT2B2	MLT2A2	123
MLT2B2	MLT2B1	770
MLT2B2	MLT2B3	618
MLT2B2	MLT2B4	420
MLT2B2	MLT2B5	310
MLT2B2	MLT2C1	118
MLT2B2	MLT2C2	130
MLT2B2	MLT2D	121
MLT2B2	Ricksha	408
MLT2B2	Ricksha_b	196
MLT2B2	Ricksha_c	408
MLT2B3	MLT2A2	105
MLT2B3	MLT2B1	533
MLT2B3	MLT2B2	611
MLT2B3	MLT2B4	316
MLT2B3	MLT2B5	530
MLT2B3	MLT2C1	97.8
MLT2B3	MLT2C2	107
MLT2B3	MLT2D	118
MLT2B3	Ricksha	673
MLT2B3	Ricksha_b	259
MLT2B3	Ricksha_c	664
MLT2B4	MLT2B1	502
MLT2B4	MLT2B2	420
MLT2B4	MLT2B3	316
MLT2B4	MLT2B5	66.2
MLT2B4	MLT2C1	180
MLT2B4	MLT2C2	202
MLT2B4	MLT2D	251
MLT2B4	Ricksha	243
MLT2B4	Ricksha_c	234
MLT2B5	MLT2B1	278
MLT2B5	MLT2B2	310
MLT2B5	MLT2B3	530
MLT2B5	MLT2B4	170
MLT2B5	Ricksha	449
MLT2B5	Ricksha_b	141
MLT2B5	Ricksha_c	449
MLT2C1	MLT1E3	118
MLT2C1	MLT2B1	131
MLT2C1	MLT2B2	118
MLT2C1	MLT2B3	97.8
MLT2C1	MLT2B4	180
MLT2C1	MLT2B5	56.3
MLT2C1	MLT2C2	450
MLT2C1	MLT2D	526
MLT2C1	Ricksha	88.7
MLT2C1	Ricksha_c	88.7
MLT2C2	MLT1E3	91.5
MLT2C2	MLT2B1	140
MLT2C2	MLT2B2	130
MLT2C2	MLT2B3	107
MLT2C2	MLT2B4	202
MLT2C2	MLT2B5	67.1
MLT2C2	MLT2C1	450
MLT2C2	MLT2D	534
MLT2C2	Ricksha	106
MLT2C2	Ricksha_c	106
MLT2D	MLT1E3	80.6
MLT2D	MLT2B1	154
MLT2D	MLT2B2	121
MLT2D	MLT2B3	118
MLT2D	MLT2B4	251
MLT2D	MLT2B5	59.9
MLT2D	MLT2C1	526
MLT2D	MLT2C2	534
MLT2D	Ricksha	110
MLT2D	Ricksha_c	108
MLT2E	LTR33C	946
MLT2E	MLT2F	139
MLT2F	LTR33C	175
MLT2F	MLT2E	139
MST-int	MLT-int	935
MST-int	MLT1-int	183
MST-int	THE1-int	1768
MST-int	THE1D-int	2096
MSTA1	MLT1A0	100
MSTA1	MSTA	264
MSTA1	MSTB	369
MSTA1	MSTB1	597
MSTA1	MSTB2	280
MSTA1	MSTC	139
MSTA1	MSTD	132
MSTA1	THE1C	85.1
MSTA1	THE1D	100
MSTA	MSTA1	264
MSTA	MSTB	568
MSTA	MSTB1	349
MSTA	MSTB2	123
MSTA	MSTD	100
MSTA	THE1B	173
MSTA	THE1C	221
MSTA	THE1D	247
MSTB1	MLT1A0	96.9
MSTB1	MSTA	349
MSTB1	MSTA1	597
MSTB1	MSTB	506
MSTB1	MSTB2	242
MSTB1	MSTC	117
MSTB1	MSTD	160
MSTB1	THE1C	86.0
MSTB1	THE1D	101
MSTB2	MLT1A0	113
MSTB2	MLT1A1	132
MSTB2	MSTA	123
MSTB2	MSTA1	280
MSTB2	MSTB	202
MSTB2	MSTB1	242
MSTB2	MSTC	159
MSTB2	MSTD	194
MSTB2	THE1B	69.8
MSTB2	THE1C	81.5
MSTB2	THE1D	92.4
MSTB	MSTA	568
MSTB	MSTA1	369
MSTB	MSTB1	506
MSTB	MSTB2	202
MSTB	MSTC	103
MSTB	MSTD	109
MSTB	THE1C	123
MSTB	THE1D	150
MSTC	MLT1A	111
MSTC	MLT1A0	124
MSTC	MLT1A1	175
MSTC	MSTA1	139
MSTC	MSTB	103
MSTC	MSTB1	117
MSTC	MSTB2	159
MSTC	MSTD	245
MSTD	MLT1A0	155
MSTD	MLT1A1	170
MSTD	MSTA	100
MSTD	MSTA1	132
MSTD	MSTB	109
MSTD	MSTB1	160
MSTD	MSTB2	194
MSTD	MSTC	245
MacERV1_LTR1	MacERV1_LTR2	737
MacERV1_LTR1	MacERV1_LTR2a	657
MacERV1_LTR1	MacERV1_LTR2b	624
MacERV1_LTR1	MacERV1_LTR3a	369
MacERV1_LTR1	MacERV1_LTR3b	466
MacERV1_LTR1	MacERV1_LTR3c	496
MacERV1_LTR1	MacERV1_LTR4a	241
MacERV1_LTR1	MacERV1_LTR4b	253
MacERV1_LTR1	MacERV1_LTR4c	260
MacERV1_LTR1	MacERV1_LTR4d	286
MacERV1_LTR1	MacERV2_LTR1	128
MacERV1_LTR1	MacERV2_LTR2	123
MacERV1_LTR1	MacERV2_LTR2a	128
MacERV1_LTR1	MacERV2_LTR3	123
MacERV1_LTR1	MacERV2_LTR3a	119
MacERV1_LTR1	MacERV2_LTR4	128
MacERV1_LTR2a	MacERV1_LTR1	657
MacERV1_LTR2a	MacERV1_LTR2	764
MacERV1_LTR2a	MacERV1_LTR2b	674
MacERV1_LTR2a	MacERV1_LTR3a	358
MacERV1_LTR2a	MacERV1_LTR3b	451
MacERV1_LTR2a	MacERV1_LTR3c	581
MacERV1_LTR2a	MacERV1_LTR4a	236
MacERV1_LTR2a	MacERV1_LTR4b	249
MacERV1_LTR2a	MacERV1_LTR4c	257
MacERV1_LTR2a	MacERV1_LTR4d	261
MacERV1_LTR2a	MacERV2_LTR1	123
MacERV1_LTR2a	MacERV2_LTR2	119
MacERV1_LTR2a	MacERV2_LTR2a	123
MacERV1_LTR2a	MacERV2_LTR3	119
MacERV1_LTR2a	MacERV2_LTR3a	114
MacERV1_LTR2a	MacERV2_LTR4	123
MacERV1_LTR2b	MacERV1_LTR1	624
MacERV1_LTR2b	MacERV1_LTR2	590
MacERV1_LTR2b	MacERV1_LTR2a	674
MacERV1_LTR2b	MacERV1_LTR3a	370
MacERV1_LTR2b	MacERV1_LTR3b	416
MacERV1_LTR2b	MacERV1_LTR3c	454
MacERV1_LTR2b	MacERV1_LTR4a	254
MacERV1_LTR2b	MacERV1_LTR4b	267
MacERV1_LTR2b	MacERV1_LTR4c	265
MacERV1_LTR2b	MacERV1_LTR4d	360
MacERV1_LTR2b	MacERV2_LTR1	132
MacERV1_LTR2b	MacERV2_LTR2	128
MacERV1_LTR2b	MacERV2_LTR2a	132
MacERV1_LTR2b	MacERV2_LTR3	128
MacERV1_LTR2b	MacERV2_LTR3a	123
MacERV1_LTR2b	MacERV2_LTR4	132
MacERV1_LTR2	MacERV1_LTR1	737
MacERV1_LTR2	MacERV1_LTR2a	764
MacERV1_LTR2	MacERV1_LTR2b	590
MacERV1_LTR2	MacERV1_LTR3a	367
MacERV1_LTR2	MacERV1_LTR3b	460
MacERV1_LTR2	MacERV1_LTR3c	494
MacERV1_LTR2	MacERV1_LTR4a	241
MacERV1_LTR2	MacERV1_LTR4b	253
MacERV1_LTR2	MacERV1_LTR4c	260
MacERV1_LTR2	MacERV1_LTR4d	265
MacERV1_LTR2	MacERV2_LTR1	128
MacERV1_LTR2	MacERV2_LTR2	123
MacERV1_LTR2	MacERV2_LTR2a	128
