File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF050CUG	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR186OBR	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF915QOK/, /files/ENCFF495SRZ/, /files/ENCFF356LFX/, /files/ENCFF139MSY/, /files/ENCFF957SWP/	1082187	ENCODE Processing Pipeline	f47c5ba8ef3dc4a394d447665056a2b4		https://www.encodeproject.org/files/ENCFF050CUG/@@download/ENCFF050CUG.bed.gz				released	s3://encode-public/2020/11/25/c86952aa-7c93-4114-91ae-e7f36fba99d0/ENCFF050CUG.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, inconsistent platforms, low read length	poor library complexity, insufficient read depth, control insufficient read depth, severe bottlenecking	
ENCFF177NGV	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR186OBR	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF050CUG/	2316683	ENCODE Processing Pipeline	8d5841425f063f441e3fb7259cfabfe8		https://www.encodeproject.org/files/ENCFF177NGV/@@download/ENCFF177NGV.bigBed				released	s3://encode-public/2020/11/25/90139c4d-99f2-428e-9b30-11ea141f0a19/ENCFF177NGV.bigBed	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, inconsistent platforms, low read length	poor library complexity, insufficient read depth, control insufficient read depth, severe bottlenecking	
ENCFF567WXW	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR326NQF	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K23me2-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF336SIQ/, /files/ENCFF356LFX/, /files/ENCFF181XEC/, /files/ENCFF668JFF/, /files/ENCFF567CRD/, /files/ENCFF139MSY/	1035844	ENCODE Processing Pipeline	70308a9eef5a4af2a62ff7dc191e5406		https://www.encodeproject.org/files/ENCFF567WXW/@@download/ENCFF567WXW.bed.gz				released	s3://encode-public/2020/11/19/6bff9894-a335-4ad0-8fa1-cbdfc5c9cd37/ENCFF567WXW.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length		
ENCFF490YFM	bigWig	bigWig		signal p-value	GRCh38	ENCSR326NQF	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K23me2-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF336SIQ/, /files/ENCFF181XEC/, /files/ENCFF668JFF/, /files/ENCFF567CRD/, /files/ENCFF139MSY/	941594375	ENCODE Processing Pipeline	5445d0423713be779b2816b7fe65c5ac		https://www.encodeproject.org/files/ENCFF490YFM/@@download/ENCFF490YFM.bigWig				released	s3://encode-public/2020/11/19/eb42e3db-1cd1-441e-aea5-682c69ea3fb7/ENCFF490YFM.bigWig	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length		
ENCFF964WJI	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR326NQF	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K23me2-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF567WXW/	2317512	ENCODE Processing Pipeline	879b1ac806cacd081e97f2a29ad6c638		https://www.encodeproject.org/files/ENCFF964WJI/@@download/ENCFF964WJI.bigBed				released	s3://encode-public/2020/11/19/b753f6e0-fd7e-479e-9908-7d01411a72bf/ENCFF964WJI.bigBed	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length		
ENCFF808BIC	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR848DUN	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H2BK120ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 1_2, 2_1							/files/ENCFF785BFX/, /files/ENCFF137JPZ/, /files/ENCFF691SNO/	931525	ENCODE Processing Pipeline	89c663bf98809e8d576485ea50a9d83b		https://www.encodeproject.org/files/ENCFF808BIC/@@download/ENCFF808BIC.bed.gz				released	s3://encode-public/2017/02/16/938ff812-5a5d-4733-9f06-15917ad303b3/ENCFF808BIC.bed.gz	ENCODE3 GRCh38	released	low read depth, inconsistent platforms, low read length		
ENCFF057ZPN	bigWig	bigWig		signal p-value	hg19	ENCSR848DUN	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H2BK120ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 1_2, 2_1							/files/ENCFF203QBQ/, /files/ENCFF865GGX/, /files/ENCFF414QRK/, /files/ENCFF297PIX/	1096399106	ENCODE Processing Pipeline	9d7a8e86c56b6e562a4440cac08ede22		https://www.encodeproject.org/files/ENCFF057ZPN/@@download/ENCFF057ZPN.bigWig				released	s3://encode-public/2017/02/16/9c6e9f27-f94b-49ac-afa9-e9e1225c76b8/ENCFF057ZPN.bigWig	ENCODE3 hg19	released	low read depth, inconsistent platforms, low read length		
ENCFF715KHB	bigBed narrowPeak	bigBed	narrowPeak	replicated peaks	GRCh38	ENCSR848DUN	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H2BK120ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 1_2, 2_1							/files/ENCFF808BIC/	2075483	ENCODE Processing Pipeline	d0c5e03b82ccdb133ea4f3764a9fcbf4		https://www.encodeproject.org/files/ENCFF715KHB/@@download/ENCFF715KHB.bigBed				released	s3://encode-public/2017/02/16/c64cbee8-7c2c-4e06-b784-ca2f3c345d6f/ENCFF715KHB.bigBed	ENCODE3 GRCh38	released	low read depth, inconsistent platforms, low read length		
ENCFF298VRY	bed narrowPeak	bed	narrowPeak	replicated peaks	hg19	ENCSR848DUN	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H2BK120ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 1_2, 2_1							/files/ENCFF650UKA/, /files/ENCFF865TEK/, /files/ENCFF052THK/	895922	ENCODE Processing Pipeline	612e5913bb2cdeff1f6bd910ecc6a3aa		https://www.encodeproject.org/files/ENCFF298VRY/@@download/ENCFF298VRY.bed.gz				released	s3://encode-public/2017/02/16/3c17a79a-8911-4d45-bf50-a1d034633dea/ENCFF298VRY.bed.gz	ENCODE3 hg19	released	low read depth, inconsistent platforms, low read length		
ENCFF743BTT	bigWig	bigWig		signal p-value	GRCh38	ENCSR848DUN	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H2BK120ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 1_2, 2_1							/files/ENCFF899CRH/, /files/ENCFF669EZB/, /files/ENCFF960RNZ/, /files/ENCFF110QNK/	1082237414	ENCODE Processing Pipeline	8e36a53622de421058d6ebe392c32a64		https://www.encodeproject.org/files/ENCFF743BTT/@@download/ENCFF743BTT.bigWig				released	s3://encode-public/2017/02/16/2f9f7fbd-b80a-4d10-99e9-0ca15c1d9156/ENCFF743BTT.bigWig	ENCODE3 GRCh38	released	low read depth, inconsistent platforms, low read length		
ENCFF040BUE	bigBed narrowPeak	bigBed	narrowPeak	replicated peaks	hg19	ENCSR848DUN	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H2BK120ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 1_2, 2_1							/files/ENCFF298VRY/	1969805	ENCODE Processing Pipeline	2d6d30373755b8ecc87e0b7c8a774fb0		https://www.encodeproject.org/files/ENCFF040BUE/@@download/ENCFF040BUE.bigBed				released	s3://encode-public/2017/02/16/dfa5e33c-6a92-4695-9c2b-36e794549c29/ENCFF040BUE.bigBed	ENCODE3 hg19	released	low read depth, inconsistent platforms, low read length		
ENCFF664PDL	bigWig	bigWig		signal p-value	GRCh38	ENCSR848DUN	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H2BK120ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 1_2, 2_1							/files/ENCFF837OAD/, /files/ENCFF068ZNE/, /files/ENCFF410ADO/, /files/ENCFF372FSW/, /files/ENCFF297TOW/	1475609395	ENCODE Processing Pipeline	2c9edc141dfe73548e998b1ae5f923af		https://www.encodeproject.org/files/ENCFF664PDL/@@download/ENCFF664PDL.bigWig				released	s3://encode-public/2020/12/12/13e466b2-2dec-4374-b73d-5027895c8a09/ENCFF664PDL.bigWig	ENCODE4 v1.6.1 GRCh38	released	low read depth, inconsistent platforms, low read length		
ENCFF658MQQ	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR848DUN	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H2BK120ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 1_2, 2_1							/files/ENCFF837OAD/, /files/ENCFF068ZNE/, /files/ENCFF410ADO/, /files/ENCFF372FSW/, /files/ENCFF356LFX/, /files/ENCFF297TOW/	1064058	ENCODE Processing Pipeline	14462340de7d7ff16165e00cd3734342		https://www.encodeproject.org/files/ENCFF658MQQ/@@download/ENCFF658MQQ.bed.gz				released	s3://encode-public/2020/12/12/13ebbdc4-ab07-4830-95e1-4e27f4bb378f/ENCFF658MQQ.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, inconsistent platforms, low read length		
ENCFF398UHT	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR848DUN	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H2BK120ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 1_2, 2_1							/files/ENCFF658MQQ/	2237996	ENCODE Processing Pipeline	a35dacaeae68aa6fb74904c96d8ccb16		https://www.encodeproject.org/files/ENCFF398UHT/@@download/ENCFF398UHT.bigBed				released	s3://encode-public/2020/12/12/5a130ef2-a699-4655-ab33-bf95a6ffd9e4/ENCFF398UHT.bigBed	ENCODE4 v1.6.1 GRCh38	released	low read depth, inconsistent platforms, low read length		
ENCFF090XGY	bigWig	bigWig		signal p-value	GRCh38	ENCSR418RRF	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										KDM1A-human	DNA						2016-12-06	ENCODE		sonication (generic)	300-600, 200-600	1, 2	1_1, 2_1, 2_2							/files/ENCFF930TPD/, /files/ENCFF623AJW/, /files/ENCFF381IYY/, /files/ENCFF451YMU/, /files/ENCFF668MNS/, /files/ENCFF853FRF/	2450278504	ENCODE Processing Pipeline	2f774db29da7e0917257f9f153214bd9		https://www.encodeproject.org/files/ENCFF090XGY/@@download/ENCFF090XGY.bigWig				released	s3://encode-public/2021/03/20/1cb0c190-89d0-4e36-bad4-1c7717fd57ff/ENCFF090XGY.bigWig	ENCODE4 v1.7.1 GRCh38	released	mild to moderate bottlenecking, low read length, borderline replicate concordance		
ENCFF759CSN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR418RRF	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										KDM1A-human	DNA						2016-12-06	ENCODE		sonication (generic)	300-600, 200-600	1, 2	1_1, 2_1, 2_2							/files/ENCFF930TPD/, /files/ENCFF356LFX/, /files/ENCFF623AJW/, /files/ENCFF381IYY/, /files/ENCFF451YMU/, /files/ENCFF668MNS/, /files/ENCFF853FRF/	363637	ENCODE Processing Pipeline	e901e3831d88094a4482489a0d2b6c84		https://www.encodeproject.org/files/ENCFF759CSN/@@download/ENCFF759CSN.bed.gz				released	s3://encode-public/2021/03/20/e29f1ecc-2484-45d2-8206-f03ce2f4adee/ENCFF759CSN.bed.gz	ENCODE4 v1.7.1 GRCh38	released	mild to moderate bottlenecking, low read length, borderline replicate concordance		
ENCFF696SGD	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR418RRF	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										KDM1A-human	DNA						2016-12-06	ENCODE		sonication (generic)	300-600, 200-600	1, 2	1_1, 2_1, 2_2							/files/ENCFF759CSN/	622976	ENCODE Processing Pipeline	40f1f22fd62c49cb227e824bdcd637a2		https://www.encodeproject.org/files/ENCFF696SGD/@@download/ENCFF696SGD.bigBed				released	s3://encode-public/2021/03/20/1a6cbfc4-19a1-4707-a88a-f2f7db69936f/ENCFF696SGD.bigBed	ENCODE4 v1.7.1 GRCh38	released	mild to moderate bottlenecking, low read length, borderline replicate concordance		
ENCFF111JQJ	bigWig	bigWig		signal p-value	GRCh38	ENCSR364BKW	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H2BK12ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF181XEC/, /files/ENCFF595KTU/, /files/ENCFF341PPR/, /files/ENCFF668JFF/, /files/ENCFF528ZTQ/	865459661	ENCODE Processing Pipeline	f0d469cc9e15663bf65c3c775fe8e54a		https://www.encodeproject.org/files/ENCFF111JQJ/@@download/ENCFF111JQJ.bigWig				released	s3://encode-public/2020/11/19/3e44a626-4d61-48ac-8ba3-10d3c3065ec0/ENCFF111JQJ.bigWig	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length		
ENCFF237XZS	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR364BKW	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H2BK12ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF181XEC/, /files/ENCFF595KTU/, /files/ENCFF341PPR/, /files/ENCFF668JFF/, /files/ENCFF528ZTQ/	2359322	ENCODE Processing Pipeline	b0f825c6f9c40b85840b5bbff9248f9b		https://www.encodeproject.org/files/ENCFF237XZS/@@download/ENCFF237XZS.bed.gz				released	s3://encode-public/2020/11/19/5bc45a70-8044-4919-b73c-f8f69551ec21/ENCFF237XZS.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length		
ENCFF505KWX	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR364BKW	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H2BK12ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF237XZS/	4331389	ENCODE Processing Pipeline	2641a67c1b79d1302b73a41ef4a847ff		https://www.encodeproject.org/files/ENCFF505KWX/@@download/ENCFF505KWX.bigBed				released	s3://encode-public/2020/11/19/d7fa46ab-c964-48ac-8b23-687960c278bd/ENCFF505KWX.bigBed	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length		
ENCFF605PFG	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR462XRE	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H2BK20ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF215EPH/	3471188	ENCODE Processing Pipeline	5c26fefa5d98eda5b30deab1dd675cdf		https://www.encodeproject.org/files/ENCFF605PFG/@@download/ENCFF605PFG.bigBed				released	s3://encode-public/2020/11/19/a28f467d-f7e7-4dd0-a78d-1a969deaa0c4/ENCFF605PFG.bigBed	ENCODE4 v1.6.1 GRCh38	released	low read length		
ENCFF548DAY	bigWig	bigWig		signal p-value	GRCh38	ENCSR462XRE	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H2BK20ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF246BVN/, /files/ENCFF181XEC/, /files/ENCFF712OVK/, /files/ENCFF668JFF/, /files/ENCFF583HZI/	1052601172	ENCODE Processing Pipeline	ecf79218335407592a5b06df1de15ca3		https://www.encodeproject.org/files/ENCFF548DAY/@@download/ENCFF548DAY.bigWig				released	s3://encode-public/2020/11/19/ac3ccf9e-f0b1-43ea-a544-334c1f9372ef/ENCFF548DAY.bigWig	ENCODE4 v1.6.1 GRCh38	released	low read length		
ENCFF215EPH	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR462XRE	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H2BK20ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF246BVN/, /files/ENCFF356LFX/, /files/ENCFF712OVK/, /files/ENCFF583HZI/, /files/ENCFF181XEC/, /files/ENCFF668JFF/	1753650	ENCODE Processing Pipeline	bd3c1fc6d174ea83407c05633a6aff1c		https://www.encodeproject.org/files/ENCFF215EPH/@@download/ENCFF215EPH.bed.gz				released	s3://encode-public/2020/11/19/36d73490-2306-472d-8d49-92f2693a0f68/ENCFF215EPH.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length		
ENCFF174AVU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BSI	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										E2F6-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF082PHI/, /files/ENCFF618AQB/, /files/ENCFF041BDC/, /files/ENCFF855LUO/	524026	ENCODE Processing Pipeline	b95060a21787373240a3e980ca76f4bb		https://www.encodeproject.org/files/ENCFF174AVU/@@download/ENCFF174AVU.bed.gz				released	s3://encode-public/2020/12/27/35dbbfb4-677d-460d-826c-f350e05c693e/ENCFF174AVU.bed.gz	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms		
ENCFF067NZD	bigWig	bigWig		signal p-value	GRCh38	ENCSR000BSI	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										E2F6-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF855LUO/, /files/ENCFF618AQB/, /files/ENCFF041BDC/, /files/ENCFF082PHI/	996149789	ENCODE Processing Pipeline	4ce928d637881286f2601acefe65dd73		https://www.encodeproject.org/files/ENCFF067NZD/@@download/ENCFF067NZD.bigWig				released	s3://encode-public/2020/12/27/f5d76bd0-24bd-4cf4-9b34-c5ca2b177541/ENCFF067NZD.bigWig	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms		
ENCFF785DWK	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BSI	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										E2F6-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF174AVU/	1113044	ENCODE Processing Pipeline	b60008c1cd9c3f4589665282b6c858e0		https://www.encodeproject.org/files/ENCFF785DWK/@@download/ENCFF785DWK.bigBed				released	s3://encode-public/2020/12/27/8e2e8c97-a15d-4bc2-9ec9-75ddc7fb5458/ENCFF785DWK.bigBed	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms		
ENCFF263FUH	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BIR	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SP1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF284JVS/	685015	ENCODE Processing Pipeline	184376bb350b7166fbcf0bdb34834dec		https://www.encodeproject.org/files/ENCFF263FUH/@@download/ENCFF263FUH.bigBed				released	s3://encode-public/2020/12/26/e6ce7e66-2182-4554-8899-3cb3a64a7fa3/ENCFF263FUH.bigBed	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length		
ENCFF542JLP	bigWig	bigWig		signal p-value	GRCh38	ENCSR000BIR	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SP1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF735KJJ/, /files/ENCFF595PNZ/, /files/ENCFF267MEL/	686724492	ENCODE Processing Pipeline	dd9c5910bafb6011cf982806e053c2bf		https://www.encodeproject.org/files/ENCFF542JLP/@@download/ENCFF542JLP.bigWig				released	s3://encode-public/2020/12/26/15b52835-ff6d-4587-a147-807d75593711/ENCFF542JLP.bigWig	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length		
ENCFF284JVS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BIR	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SP1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF735KJJ/, /files/ENCFF595PNZ/, /files/ENCFF356LFX/, /files/ENCFF267MEL/	373356	ENCODE Processing Pipeline	fc62281eb0f727ea0e46c250ee8cfc0c		https://www.encodeproject.org/files/ENCFF284JVS/@@download/ENCFF284JVS.bed.gz				released	s3://encode-public/2020/12/26/34fc1b5d-d09d-4785-953f-5abf5c8635f4/ENCFF284JVS.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length		
ENCFF771GNB	bigWig	bigWig		signal p-value	GRCh38	ENCSR000ANP	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_2							/files/ENCFF262JMM/, /files/ENCFF623AJW/, /files/ENCFF324DHZ/, /files/ENCFF381IYY/, /files/ENCFF451YMU/, /files/ENCFF853FRF/	1914773423	ENCODE Processing Pipeline	c826f566316a99201d56f1c49c153997		https://www.encodeproject.org/files/ENCFF771GNB/@@download/ENCFF771GNB.bigWig				released	s3://encode-public/2021/02/01/4149d5fa-5348-43df-8624-0ffa7d154e0a/ENCFF771GNB.bigWig	ENCODE4 v1.6.1 GRCh38	released	low read depth, inconsistent platforms, low read length		
ENCFF317QGQ	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000ANP	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_2							/files/ENCFF356LFX/, /files/ENCFF262JMM/, /files/ENCFF623AJW/, /files/ENCFF324DHZ/, /files/ENCFF381IYY/, /files/ENCFF451YMU/, /files/ENCFF853FRF/	799103	ENCODE Processing Pipeline	1549c082fb1c795efdc81c0fada3d961		https://www.encodeproject.org/files/ENCFF317QGQ/@@download/ENCFF317QGQ.bed.gz				released	s3://encode-public/2021/02/01/ba1ad2ef-93a8-46a3-ac9b-67f36f5a8113/ENCFF317QGQ.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, inconsistent platforms, low read length		
ENCFF383SZU	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000ANP	Histone ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_2							/files/ENCFF317QGQ/	1988005	ENCODE Processing Pipeline	9bc49e2a2880f50f5daa8b8d91150923		https://www.encodeproject.org/files/ENCFF383SZU/@@download/ENCFF383SZU.bigBed				released	s3://encode-public/2021/02/01/cc6ea3a9-12c2-4d5e-b580-533ef758fb35/ENCFF383SZU.bigBed	ENCODE4 v1.6.1 GRCh38	released	low read depth, inconsistent platforms, low read length		
ENCFF149IOE	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ATR	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SAP30-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	300-600	1, 2	1_1, 2_1							/files/ENCFF043HXQ/	328864	ENCODE Processing Pipeline	e3fbf3a0a3b42ca600abc561eaeedace		https://www.encodeproject.org/files/ENCFF149IOE/@@download/ENCFF149IOE.bigBed				released	s3://encode-public/2021/03/20/e47ee24a-d173-48e5-b1b3-5322c88a66f8/ENCFF149IOE.bigBed	ENCODE4 v1.7.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read length, inconsistent platforms	insufficient replicate concordance, insufficient read depth	
ENCFF531MIU	bigWig	bigWig		signal p-value	GRCh38	ENCSR000ATR	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SAP30-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	300-600	1, 2	1_1, 2_1							/files/ENCFF451YMU/, /files/ENCFF842ZFE/, /files/ENCFF623AJW/, /files/ENCFF987IYZ/, /files/ENCFF853FRF/, /files/ENCFF381IYY/	1806128104	ENCODE Processing Pipeline	b36103e4e48643d4fc2c1fd41f6620ba		https://www.encodeproject.org/files/ENCFF531MIU/@@download/ENCFF531MIU.bigWig				released	s3://encode-public/2021/03/20/32e341c3-5aa1-4b5e-85b4-778f2b46e104/ENCFF531MIU.bigWig	ENCODE4 v1.7.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read length, inconsistent platforms	insufficient replicate concordance, insufficient read depth	
